"","water_year","lagoslakeid","res_time_yr","total_Pin_ugl","totTNload_gm2yr","TN_removal_gNm2yr","Pret_coef","lake_lon_decdeg","lake_lat_decdeg","Pret_coef.cat","TN_removal_gNm2yr.cat","lake_elevation_m","tmean","tmedian","prec_mean","prec_median","total_precip_mm","mean_annual_temp_k","seasonal_km2","permanent_km2","total_km2","categorical_ts","Pour_long","Pour_lat","lakes1ha_all_pct","lakes1ha_all_ha","lakes1ha_all_n","lakes1ha_all_nperha","lakes1ha_isolated_pct","lakes1ha_isolated_ha","lakes1ha_isolated_n","lakes1ha_isolated_nperha","lakes1ha_headwater_pct","lakes1ha_headwater_ha","lakes1ha_headwater_n","lakes1ha_headwater_nperha","lakes1ha_drainage_pct","lakes1ha_drainage_ha","lakes1ha_drainage_n","lakes1ha_drainage_nperha","lakes1ha_drainagelk_pct","lakes1ha_drainagelk_ha","lakes1ha_drainagelk_n","lakes1ha_drainagelk_nperha","lakes1ha_isolatedperm_pct","lakes1ha_isolatedperm_ha","lakes1ha_isolatedperm_n","lakes1ha_isolatedperm_nperha","lakes1ha_headwaterperm_pct","lakes1ha_headwaterperm_ha","lakes1ha_headwaterperm_n","lakes1ha_headwaterperm_nperha","lakes1ha_drainageperm_pct","lakes1ha_drainageperm_ha","lakes1ha_drainageperm_n","lakes1ha_drainageperm_nperha","lakes1ha_drainagelkperm_pct","lakes1ha_drainagelkperm_ha","lakes1ha_drainagelkperm_n","lakes1ha_drainagelkperm_nperha","lakes1ha_terminal_pct","lakes1ha_terminal_ha","lakes1ha_terminal_n","lakes1ha_terminal_nperha","lakes1ha_terminallk_pct","lakes1ha_terminallk_ha","lakes1ha_terminallk_n","lakes1ha_terminallk_nperha","lakes1ha_terminalperm_pct","lakes1ha_terminalperm_ha","lakes1ha_terminalperm_n","lakes1ha_terminalperm_nperha","lakes1ha_terminallkperm_pct","lakes1ha_terminallkperm_ha","lakes1ha_terminallkperm_n","lakes1ha_terminallkperm_nperha","nlcd_openwater11_pct","nlcd_icesnow12_pct","nlcd_devopen21_pct","nlcd_devlow22_pct","nlcd_devmed23_pct","nlcd_devhi24_pct","nlcd_barren31_pct","nlcd_fordec41_pct","nlcd_forcon42_pct","nlcd_formix43_pct","nlcd_shrub52_pct","nlcd_grass71_pct","nlcd_past81_pct","nlcd_cultcrop82_pct","nlcd_wetwood90_pct","nlcd_wetemerg95_pct","soil_clay_pct","soil_coarse_pct","soil_depthtobedrock_cm","soil_orgcarbon_gperkg","soil_sand_pct","soil_silt_pct","glaciatedlatewisc_pct","elevation_mean_m","elevation_min_m","elevation_max_m","elevation_sd_m","tri_m","topographicwetness","landform_flatplain_pct","landform_smoothplain_pct","landform_escarpment_pct","landform_lowhills_pct","landform_hills_pct","landform_lowmountains_pct","landform_drainagechannel_pct","landform_irregularplain_pct","landform_breaksfoothills_pct","landform_highmountainscanyons_pct","dams_n","dams_npersqkm","roads_mperha","canals_mperha","npdes_cafo_n","npdes_cafo_npersqkm","npdes_majordischarge_n","npdes_majordischarge_npersqkm","npdes_potw_n","npdes_potw_npersqkm","npdes_stormwaterindustrial_n","npdes_stormwaterindustrial_npersqkm","npdes_stormwatermunicipal_n","npdes_stormwatermunicipal_npersqkm","sems_superfundnpl_n","sems_superfundnpl_npersqkm","mines_heavymetal_n","mines_heavymetal_npersqkm","mines_iron_n","mines_iron_npersqkm","mines_peat_n","mines_peat_npersqkm","mines_rareelements_n","mines_rareelements_npersqkm","mines_rockmisc_n","mines_rockmisc_npersqkm","mines_stonegravelclay_n","mines_stonegravelclay_npersqkm","mines_sulfur_n","mines_sulfur_npersqkm","agency_designation_pct","agency_district_pct","agency_federal_pct","agency_joint_pct","agency_local_pct","agency_ngo_pct","agency_private_pct","agency_state_pct","agency_territorial_pct","agency_tribal_pct","agency_unknown_pct","gap_status1_pct","gap_status2_pct","gap_status3_pct","gap_status4_pct","iucn_naturereserve_pct","iucn_wilderness_pct","iucn_nationalpark_pct","iucn_naturalmonument_pct","iucn_habitatspeciesmgt_pct","iucn_other_pct","iucn_unassigned_pct","iucn_protectedlandsea_pct","iucn_protectedsustainable_pct","snowdur","snow_free_days","ann_max_swe","ws_drain_ratio","nws_drain_ratio"
"350",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"351",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"352",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"353",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"354",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"355",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"356",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"357",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"358",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"359",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"360",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"361",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"362",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"363",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"364",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
"365",2005,"456953",235.4978168,293.3503893,936.6344694,219119.1533,12.6292442,-120.0966536,39.40590211,"Expected","Expected",1709.59997559,6.99666666666667,6.21,59.7075,31.725,184993.875851979,282.518384872529,1.19005356825885,495.327913849155,496.517967417414,"oligo",-120.141773,39.160972,"4.1549155143","390.0265467238","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","4.154915529","390.0265481025","1","0.000106529","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6521055458,0,0.3116131012,0.3154483393,0.0345171435,0.0019176191,0.0258878576,0,53.8457850733,0,41.3879726931,0.1850502416,0,0,0.0306819053,0.2080616706,"13.655419864","19.4109263185","1158.13742","189.097896947","56.9119663989","29.4384561026","13.2323820173339","1855.6498985","1680.47338867","2551.14868164","145.643332286","3.5791600329","10.8688160532","1.4717726471","1.2713814528","1.4612257421","0","7.5793894301","26.92624837","16.1051238782","21.5588325535","23.5982204495","0.0278054767",1,0.0106529,29.2432541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.842618,0,0,0,0,0.0033093,0,0,0,0,0.0033093,92.842618,0,0,0,0,0,0,92.842618,0,0.0033093,0,155.692306518555,23.769229888916,0.196946904063225,22.9373617029519,113.260674824175
